,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,Property Age,Renovation Age
281,4,3.5,4040,50479,2.0,0,0,3,11,4040,0,3770,40899,2,57,910000,29,0
282,4,2.5,4040,25752,2.0,0,0,3,10,4040,0,3230,22247,3,70,765000,16,0
283,4,3.0,4040,19700,2.0,0,0,3,11,4040,0,3930,21887,3,66,988000,29,0
284,4,3.25,4040,18916,1.0,0,0,4,9,4040,0,3000,18831,3,63,2270000,62,0
285,3,3.0,4560,16339,2.0,0,2,3,10,4040,520,2620,11561,1,61,1220000,15,0
286,6,5.25,6160,27490,2.0,0,0,3,11,4040,2120,4225,9100,3,78,1280000,9,0
287,4,3.75,4690,207141,2.0,0,0,3,10,4030,660,2890,200527,1,72,1020000,9,0
288,4,3.25,4030,57499,2.0,0,0,3,9,4030,0,3470,57499,3,56,929000,14,0
289,4,3.25,4030,36762,2.0,0,0,3,11,4030,0,4090,40371,2,66,985000,28,0
290,5,4.5,4030,13474,2.0,0,0,3,11,4030,0,3860,12438,1,76,989000,16,0
291,4,3.75,4030,10800,2.0,0,0,3,10,4030,0,2160,7200,1,51,1490000,10,0
292,4,3.5,4030,4200,3.0,0,0,3,9,4030,0,2130,5000,2,65,950000,24,0
293,4,3.5,4020,13515,2.0,0,0,3,11,4020,0,3930,13515,2,70,1690000,15,0
294,4,2.75,4010,87555,2.0,0,0,3,10,4010,0,2451,209523,3,64,849000,12,0
295,4,2.5,4010,37076,2.0,0,0,4,12,4010,0,4280,35326,1,64,1330000,26,0
296,5,3.25,5270,17232,2.0,0,1,3,10,4010,1260,3550,13917,3,57,1800000,39,13
297,4,3.5,4010,15365,2.0,0,1,3,11,4010,0,3550,13429,1,58,1390000,10,0
298,5,3.25,4010,12110,2.0,0,0,3,11,4010,0,4010,12334,3,80,1100000,13,0
299,4,3.25,4010,13797,2.0,0,0,3,11,4010,0,3980,12120,3,58,972000,13,0
300,5,3.5,5430,10327,2.0,0,2,3,10,4010,1420,4340,10324,1,71,1240000,9,0
301,4,3.5,4010,9654,2.0,0,0,3,10,4010,0,1870,9873,3,63,1740000,9,0
302,4,4.25,5010,19412,2.0,0,1,3,11,4000,1010,3820,17064,3,52,2350000,2,0
303,3,3.0,4910,43560,2.0,0,0,4,10,4000,910,3540,12288,1,75,1080000,27,0
304,4,3.5,4000,15253,2.0,0,0,3,9,4000,0,3550,8747,2,62,762000,9,0
305,4,4.0,4000,9309,2.0,0,0,3,9,4000,0,3920,8048,2,65,688000,9,0
306,6,4.5,4000,7500,2.0,0,0,3,7,4000,0,1380,6298,2,70,739000,38,0
307,4,3.25,3990,18115,2.0,0,0,4,11,3990,0,3450,16087,1,57,2720000,27,0
308,4,1.75,3990,13470,2.0,0,0,3,11,3990,0,5790,13709,1,75,1200000,10,0
309,5,3.5,3990,9938,2.0,0,0,3,11,3990,0,3490,11734,3,66,1070000,15,0
310,4,3.25,3990,9786,2.0,0,0,3,9,3990,0,3920,8200,2,66,866000,12,0
311,4,2.75,3990,6637,2.0,0,0,3,9,3990,0,3500,7074,1,79,825000,13,0
312,4,3.0,3990,7838,2.0,0,0,3,9,3990,0,3370,6814,1,63,810000,13,0
313,4,3.5,3990,5267,2.0,0,0,3,10,3990,0,3230,6481,3,51,1080000,8,0
314,4,2.75,3980,285318,2.0,0,2,3,9,3980,0,2100,105415,1,73,760000,10,0
315,4,3.5,3980,209523,2.0,0,2,3,9,3980,0,2220,65775,1,66,810000,10,0
316,4,3.25,3980,10249,2.0,0,0,3,10,3980,0,2450,10912,2,77,1770000,5,0
317,4,3.75,3980,7828,2.0,0,0,3,10,3980,0,3980,8910,1,61,925900,15,0
318,5,5.0,3960,94089,2.0,0,0,3,10,3960,0,2240,64468,3,75,1180000,18,0
319,4,2.5,3960,38615,2.0,0,0,3,10,3960,0,3290,43560,2,59,805000,16,0
320,4,3.25,3960,12895,2.0,0,0,3,11,3960,0,3870,12040,1,80,1190000,15,0
321,4,3.25,3960,7012,2.0,0,0,3,10,3960,0,3680,8522,3,61,860000,11,0
322,4,2.75,3950,12840,2.0,0,0,5,8,3950,0,2350,12507,2,59,1050000,56,0
323,4,3.5,3950,12320,2.0,0,0,3,10,3950,0,3920,11086,3,60,771150,15,0
324,4,2.5,3950,10856,3.0,0,0,3,10,3950,0,3200,10856,3,76,914500,3,0
325,6,4.75,5540,7200,2.5,0,2,4,11,3950,1590,2930,7200,2,80,2630000,107,0
326,5,4.25,6490,10862,2.0,0,3,4,11,3940,2550,3290,14080,2,65,2000000,25,0
327,3,3.5,3940,11632,2.0,0,0,3,10,3940,0,2015,11632,2,65,857326,2,0
328,5,3.25,3940,9780,2.0,0,0,3,9,3940,0,3550,8468,3,68,695000,9,0
329,4,3.5,3930,39098,2.0,0,0,3,12,3930,0,4250,38682,2,52,1800000,17,0
330,4,3.5,3930,16970,2.0,0,0,3,9,3930,0,2740,17219,2,75,575000,19,0
331,5,5.25,4830,18707,2.0,0,1,5,9,3930,900,2880,10520,3,77,1680000,64,18
332,5,5.0,4490,10279,2.0,0,0,3,10,3930,560,2490,10279,1,68,1800000,3,0
333,4,3.25,3930,10929,2.0,0,0,3,10,3930,0,1780,9999,3,55,1880000,10,0
334,3,2.5,4930,77536,2.0,0,0,3,9,3930,1000,2760,7351,2,65,600000,35,0
335,4,3.5,3920,37122,2.0,0,0,3,10,3920,0,2550,32647,3,53,850000,20,0
336,3,3.0,3920,13085,2.0,1,4,4,11,3920,0,3450,13287,1,58,3100000,20,0
337,4,2.5,3920,12415,2.0,0,0,3,10,3920,0,3639,12805,1,68,770000,19,0
338,5,3.5,5930,13288,2.0,0,2,3,11,3920,2010,3860,12062,3,58,1520000,20,0
339,4,2.5,3910,22710,1.5,0,0,3,8,3910,0,2920,16544,2,63,1750000,108,13
340,3,3.0,3910,19023,2.0,0,0,3,11,3910,0,1860,15001,2,56,805000,31,0
341,3,2.5,3910,14000,2.0,0,0,3,10,3910,0,2280,14000,3,53,961500,17,0
342,4,3.5,3906,9674,2.0,0,2,3,9,3906,0,2673,6500,2,74,549950,2,0
343,4,4.75,4575,24085,2.5,0,2,5,10,3905,670,3900,9687,2,73,2920000,90,0
344,4,2.75,4280,12668,2.0,0,0,3,9,3900,380,3590,12670,2,79,1900000,69,8
345,4,3.5,3900,8391,2.0,0,0,3,10,3900,0,3820,12268,2,73,1040000,10,0
346,4,3.25,3900,40962,2.0,0,0,3,10,3900,0,1730,11775,3,65,780000,25,0
347,4,4.5,5420,101930,1.0,0,0,3,11,3890,1530,4760,101930,3,59,1230000,15,0
348,4,2.5,3890,34513,2.0,0,0,3,10,3890,0,3600,28435,1,52,775000,20,0
349,5,2.5,3890,27311,2.0,0,2,3,10,3890,0,3160,22641,3,80,1100000,66,26
350,5,2.75,3890,9130,2.0,0,0,3,9,3890,0,3450,8361,2,54,772500,12,0
351,4,2.5,3880,14550,2.0,0,0,3,10,3880,0,3240,14045,3,55,762300,29,0
352,5,3.0,3880,13000,2.0,0,0,3,10,3880,0,3470,13701,3,61,1820000,44,13
353,4,3.75,3880,9979,2.5,0,0,3,10,3880,0,3130,6112,2,62,1060000,9,0
354,5,3.0,3880,8432,2.0,0,0,3,7,3880,0,2620,5623,2,66,430000,12,0
355,4,2.75,3880,15025,2.0,0,0,3,7,3880,0,2620,5300,2,52,702000,12,0
356,6,2.5,3880,5700,2.0,0,0,3,7,3880,0,2620,5070,1,70,635000,13,0
357,5,3.75,3880,8370,2.0,0,0,4,7,3880,0,2160,4651,3,80,506000,12,0
358,5,3.5,3870,65556,2.0,0,0,3,10,3870,0,4290,67019,2,60,850000,22,0
359,3,2.5,3870,46609,2.0,0,3,3,9,3870,0,4030,17880,2,66,1280000,19,0
360,4,2.75,3870,10046,2.0,0,0,3,11,3870,0,3560,10046,3,65,1400000,11,0
361,5,3.75,3870,8225,2.0,0,0,3,10,3870,0,3600,9361,3,65,900000,18,0
362,5,4.0,3870,5929,2.0,0,0,3,10,3870,0,3600,5625,1,80,1300000,2,0
363,3,2.75,3860,12786,2.0,0,0,4,10,3860,0,2820,14636,2,51,903000,32,0
364,6,3.5,4860,11793,2.0,0,0,3,11,3860,1000,3600,11793,1,59,1070000,18,0
365,5,3.25,4230,10260,2.0,0,0,3,10,3860,370,2980,10997,2,60,847700,20,0
366,5,3.25,5570,9600,2.0,0,0,5,9,3860,1710,3170,10400,2,67,1860000,64,0
367,5,3.75,3860,6901,2.0,0,0,3,7,3860,0,3000,8584,2,76,470000,13,0
368,4,3.5,3860,6543,2.0,0,0,3,10,3860,0,3760,6888,3,53,900000,2,0
369,4,3.75,3860,5474,2.5,0,0,3,10,3860,0,3040,5474,2,59,1050000,9,0
370,3,3.0,3850,38830,2.0,0,1,3,10,3850,0,2970,14050,2,65,820000,16,0
371,4,4.25,4850,12445,2.0,1,4,5,10,3850,1000,3350,12210,3,70,3000000,27,0
372,5,3.5,5110,10018,2.0,0,0,3,10,3850,1260,1790,10018,1,77,650000,13,0
373,4,3.5,3845,8400,2.0,0,0,3,10,3845,0,1710,8400,1,56,1750000,3,0
374,4,3.5,3840,85728,2.0,0,0,3,11,3840,0,2430,42643,3,69,840000,18,0
375,3,3.5,3840,53696,2.0,0,0,3,9,3840,0,3810,35181,2,60,970000,20,0
376,4,2.5,3840,16619,2.0,0,1,4,10,3840,0,3600,16553,3,74,1120000,33,0
377,5,2.5,3840,16905,2.0,0,0,3,11,3840,0,3270,12133,1,73,556000,25,0
378,5,3.5,3840,8279,2.0,0,0,3,9,3840,0,3570,8279,1,77,875000,15,0
379,5,2.75,3831,13800,2.0,1,4,3,9,3831,0,3850,36563,3,67,2700000,57,36
380,3,3.75,3830,219106,2.0,0,0,3,9,3830,0,2440,219106,1,68,865000,39,17
381,4,3.75,3830,41263,2.0,0,0,4,11,3830,0,5600,56568,2,51,1250000,26,0
382,4,3.25,3830,8331,2.0,0,0,3,9,3830,0,4080,8425,3,66,1050000,2,0
383,3,2.5,3830,48743,2.0,0,0,3,11,3830,0,2950,8299,3,61,1150000,25,0
384,5,3.75,3830,8131,2.0,0,0,3,10,3830,0,3570,7290,3,65,852500,11,0
385,5,3.25,3830,6507,2.0,0,0,3,9,3830,0,3950,6723,2,57,955990,2,0
386,4,3.25,3830,6765,2.0,0,0,3,9,3830,0,3830,6507,3,65,963990,2,0
387,4,3.5,3830,7150,2.0,0,0,3,9,3830,0,3640,6055,3,80,989990,2,0
388,4,3.25,3830,10005,2.0,0,0,3,10,3830,0,2555,5204,1,56,860000,15,0
389,4,4.5,4920,270236,2.0,0,3,3,10,3820,1100,4920,260924,2,53,1040000,10,0
390,4,3.75,3820,53574,1.0,0,0,3,10,3820,0,3140,54014,3,79,1220000,22,0
391,3,2.5,3820,35016,2.0,0,0,4,9,3820,0,3010,35190,3,62,775000,29,0
392,5,3.25,4860,23723,2.0,0,2,4,11,3820,1040,4040,13860,3,74,1680000,27,0
393,4,2.75,3820,8850,2.0,0,0,3,10,3820,0,2330,12000,2,70,1270000,2,0
394,4,3.25,3820,8114,2.0,0,0,3,10,3820,0,2440,9195,3,51,1620000,11,0
395,4,3.25,3820,15293,2.0,0,0,3,10,3820,0,2790,7142,2,71,950000,13,0
396,4,3.5,4670,6000,2.0,0,3,3,11,3820,850,4310,6000,1,53,1240000,9,0
397,3,3.75,6400,76665,1.0,0,2,4,10,3810,2590,3430,60548,2,61,1330000,50,0
398,6,4.5,3810,28176,1.0,0,4,5,10,3810,0,3810,26400,3,66,2010000,47,0
399,4,3.5,3810,9792,2.0,0,0,3,9,3810,0,1950,9792,1,56,825000,78,3
400,4,2.5,3810,13579,2.0,0,0,3,10,3810,0,3310,9270,3,72,920000,13,0
401,5,4.5,3810,8019,2.0,0,0,3,10,3810,0,3390,7713,1,53,966000,8,0
402,5,3.0,3800,42316,1.5,0,0,4,9,3800,0,2580,35775,1,78,549900,32,0
403,4,3.25,3800,19798,2.0,0,0,3,10,3800,0,3940,18975,2,69,2400000,47,7
404,3,2.5,4560,17622,2.0,0,0,4,9,3800,760,2360,15000,1,54,695000,30,0
405,4,2.75,3800,12200,2.0,0,3,4,10,3800,0,3710,14796,2,54,950000,30,0
406,4,2.75,3800,9606,2.0,0,0,3,9,3800,0,3400,9677,3,52,730000,8,0
407,3,3.25,3800,13995,2.0,0,3,3,9,3800,0,2480,8434,2,53,630000,33,0
408,3,3.25,3790,19000,2.0,0,4,3,10,3790,0,2740,18628,1,52,1600000,31,0
409,4,2.75,3790,10669,2.0,0,0,3,10,3790,0,3750,11634,2,50,875000,17,0
410,3,3.5,3790,10829,2.0,0,0,3,11,3790,0,3620,10989,3,55,929950,23,0
411,4,5.0,5810,7440,2.0,0,0,3,10,3790,2020,3010,7200,1,62,1880000,12,0
412,3,2.5,3780,35273,1.5,0,0,3,10,3780,0,3450,35273,2,50,930000,30,0
413,3,3.0,4230,54977,2.0,0,3,3,9,3780,450,2880,27201,2,72,887500,65,16
414,4,3.25,3780,11200,2.0,0,0,3,11,3780,0,3720,11813,3,73,1030000,14,0
415,4,2.5,3780,10962,2.0,0,0,3,10,3780,0,3310,11651,2,53,980000,26,0
416,4,2.75,3780,10308,2.0,0,0,3,10,3780,0,3500,10740,2,52,833000,17,0
417,4,2.5,3780,23623,2.0,0,0,3,9,3780,0,3370,10210,3,66,962800,19,0
418,4,3.5,3780,20023,2.0,0,2,3,10,3780,0,2150,3675,2,71,970000,15,0
419,4,3.5,3770,47480,2.0,0,0,3,9,3770,0,3380,42689,3,50,665000,13,0
420,4,3.25,3770,982998,2.0,0,0,3,10,3770,0,2290,37141,1,79,998000,24,0
421,4,2.5,3770,35081,2.0,0,0,3,10,3770,0,4000,35492,3,71,950000,27,0
422,4,2.5,3770,10893,2.0,0,2,3,11,3770,0,3710,9685,2,67,1040000,19,0
423,4,3.5,3770,8501,2.0,0,0,3,10,3770,0,1520,9660,3,62,1020000,8,0
424,5,4.0,3760,28040,2.0,0,0,3,10,3760,0,3430,35096,3,61,1030000,33,0
425,4,2.5,3760,29224,2.0,0,0,3,11,3760,0,3930,19916,1,79,1010000,29,0
426,5,3.75,4960,13990,2.0,0,2,3,11,3760,1200,5200,18116,1,58,1360000,15,0
427,4,3.0,3750,11025,2.0,0,0,3,10,3750,0,2930,12835,2,57,920000,40,0
428,5,2.75,3750,8279,2.0,0,0,3,9,3750,0,3450,8279,2,50,910000,15,0
429,5,4.75,5305,8401,2.0,0,2,3,11,3745,1560,2960,7200,1,68,2700000,11,0
430,4,3.5,3740,41458,2.0,0,2,3,11,3740,0,3750,38325,1,63,1080000,16,0
431,4,2.0,3740,32417,2.0,0,0,3,9,3740,0,3180,32417,2,73,860000,16,0
432,4,3.25,3740,11467,2.0,0,0,3,10,3740,0,2510,27520,1,53,1140000,2,0
433,3,3.0,3740,39640,2.0,0,2,3,10,3740,0,2930,26136,3,71,789000,25,0
434,3,4.5,5230,17826,2.0,1,4,3,10,3740,1490,3670,17826,3,64,3400000,11,0
435,5,3.75,5340,10655,2.5,0,3,4,10,3740,1600,3910,9418,3,80,2100000,104,0
436,5,3.25,3730,10626,1.0,0,4,4,10,3730,0,4180,19110,2,67,2540000,53,0
437,4,2.5,3730,16950,2.0,0,0,3,10,3730,0,3200,16950,3,64,1260000,26,0
438,4,2.75,5470,18200,2.0,1,4,3,11,3730,1740,3620,15100,3,57,1610000,24,0
439,4,2.5,3730,9847,2.0,0,0,3,10,3730,0,3490,10219,2,65,840000,19,0
440,4,2.75,3730,8014,2.0,0,0,3,10,3730,0,3670,8279,3,54,925000,4,0
441,4,3.5,3720,213073,1.0,0,2,3,10,3720,0,2190,59241,3,78,780000,9,0
442,4,2.5,3720,35000,2.0,0,0,3,10,3720,0,3720,35000,1,71,828500,33,0
443,4,2.5,3720,30649,2.0,0,0,3,10,3720,0,3220,29434,3,79,899000,28,0
444,4,3.0,3720,29043,2.0,0,0,3,9,3720,0,1610,23000,2,65,857000,25,0
445,5,4.0,3720,15200,2.0,0,0,3,10,3720,0,4100,19036,3,80,960000,11,0
446,3,4.5,4380,47044,2.0,1,3,3,9,3720,660,2460,18512,3,71,995000,48,26
447,4,3.0,3720,15048,3.0,0,0,3,7,3720,0,2020,15180,3,62,500000,37,2
448,3,2.5,3720,11610,2.0,0,0,3,11,3720,0,3530,11877,2,74,1080000,34,0
449,6,3.5,3720,11690,2.0,0,0,3,10,3720,0,3030,11686,2,68,1520000,13,0
450,5,4.25,4830,11466,2.0,0,0,3,10,3720,1110,2180,11017,1,74,1680000,2,0
451,4,2.5,3720,8633,2.0,0,0,3,10,3720,0,3515,9660,2,52,820000,17,0
452,4,3.25,3720,7150,2.0,0,2,3,11,3720,0,4040,7442,3,59,980000,9,0
453,4,3.25,5010,49222,2.0,0,0,5,9,3710,1300,3140,54014,1,53,965000,38,0
454,3,3.25,3710,38509,2.0,0,0,3,10,3710,0,1680,25865,3,55,935000,18,0
455,5,4.25,4830,8050,2.5,0,2,4,11,3710,1120,4470,9194,3,78,1930000,102,0
456,4,2.75,3710,7984,2.0,0,0,3,9,3710,0,2950,7984,3,77,692500,17,0
457,4,3.5,3700,13175,2.0,0,0,4,11,3700,0,3880,15508,2,77,1290000,27,0
458,5,3.5,5150,12230,2.0,0,2,3,10,3700,1450,2940,13462,1,80,1380000,9,0
459,3,4.0,3880,13095,2.0,0,3,3,11,3700,180,3880,10830,1,72,1030000,7,0
460,3,3.0,3700,10375,2.0,0,0,3,9,3700,0,2130,9132,2,58,489000,34,0
461,7,5.75,3700,7647,2.0,0,1,3,8,3700,0,2510,7479,1,65,540000,68,32
462,4,2.5,3700,7051,2.0,0,0,3,11,3700,0,3580,6175,1,56,950000,10,0
463,4,2.5,3700,4500,2.0,0,0,3,9,3700,0,3050,5047,3,67,650000,9,0
464,4,2.5,3691,11088,2.0,0,1,3,8,3691,0,3190,11270,3,52,800000,3,0
465,2,2.75,3690,32044,2.0,1,4,3,12,3690,0,2310,26988,3,54,1900000,27,0
466,4,2.5,3690,13609,2.0,0,2,3,10,3690,0,3600,13609,2,51,780000,20,0
467,3,3.25,4160,35153,3.0,0,2,3,12,3690,470,3290,11533,3,70,1700000,15,0
468,4,3.0,3690,9892,2.0,0,0,3,10,3690,0,3430,11294,3,62,865000,18,0
469,4,2.5,3690,8507,2.0,0,0,3,11,3690,0,3370,10751,3,80,900000,29,0
470,3,3.5,3690,8837,2.0,0,0,3,10,3690,0,3690,9585,3,58,725000,15,0
471,5,3.25,3690,12353,2.0,0,0,5,9,3690,0,2290,9082,1,63,655000,39,0
472,4,3.5,5860,7200,2.0,0,0,5,10,3690,2170,4150,7200,2,75,2400000,109,0
473,3,3.25,3690,7200,2.0,0,0,3,11,3690,0,1880,7200,3,53,1580000,9,0
474,6,2.75,4710,11000,2.0,0,3,3,10,3690,1020,2950,5300,3,77,2180000,85,0
475,3,2.5,3680,203860,1.5,0,0,3,9,3680,0,2410,144183,3,78,755000,22,0
476,4,2.25,3680,26266,2.0,0,0,4,9,3680,0,2340,19939,3,67,425000,35,0
477,4,4.0,3680,18804,2.0,0,0,3,10,3680,0,3200,15954,2,79,675000,26,0
478,4,3.25,4690,14930,2.0,0,2,3,10,3680,1010,2910,13320,3,77,600000,21,0
479,4,2.5,3680,13351,2.0,0,2,5,9,3680,0,3410,11700,2,55,1900000,70,34
480,3,2.5,3680,13384,2.0,0,0,3,10,3680,0,3600,11306,2,64,1030000,22,0
481,4,2.5,3680,11648,2.0,0,0,3,10,3680,0,2830,11251,2,75,909000,30,0
482,3,3.5,3680,11491,2.0,0,2,3,11,3680,0,3710,10030,1,75,1230000,17,0
483,5,3.25,3680,10300,1.5,0,0,4,10,3680,0,2690,7200,3,70,1480000,89,0
484,4,4.25,4480,5715,2.0,0,0,3,7,3680,800,2190,6070,3,78,490000,13,0
485,4,4.25,4960,6000,2.5,0,0,3,11,3680,1280,2160,4080,1,61,1430000,107,13
486,4,2.5,3670,315374,2.0,0,0,4,9,3670,0,2840,87991,2,55,921500,22,0
487,4,2.5,3670,49658,2.0,0,0,3,10,3670,0,3040,49658,1,54,885250,17,0
488,4,2.5,3670,54450,2.0,0,0,3,10,3670,0,2900,49658,3,51,883000,17,0
489,4,2.25,4370,22863,2.5,0,3,4,10,3670,700,2980,22863,2,73,2350000,109,22
490,4,2.75,3670,15400,2.0,0,3,4,10,3670,0,3370,13300,1,66,1220000,30,0
491,4,2.5,3670,9958,2.0,0,0,3,10,3670,0,3300,10679,2,70,525000,11,0
492,4,2.5,3670,7000,2.0,0,0,3,10,3670,0,3680,7437,3,59,820000,11,0
493,4,2.5,3670,7680,2.5,0,0,3,10,3670,0,3130,6112,2,69,950000,9,0
494,3,3.25,3660,9496,2.0,0,0,3,10,3660,0,3660,107153,1,59,920000,13,0
495,4,2.75,3660,150282,2.0,0,0,3,10,3660,0,3090,53578,2,74,730000,26,0
496,5,3.25,3660,11995,2.0,0,2,3,10,3660,0,3320,11241,3,72,785000,10,0
497,4,2.75,3660,5637,2.0,0,0,3,9,3660,0,3625,5639,2,66,839990,2,0
498,3,2.0,3650,843309,2.0,0,0,4,7,3650,0,1870,273992,2,69,550000,25,0
499,4,3.5,3650,57538,2.0,0,0,3,10,3650,0,3730,56257,1,51,824000,20,0
500,4,2.75,3650,48351,1.5,0,0,4,8,3650,0,2820,53143,2,56,697000,38,0
501,7,4.75,5310,8816,2.0,0,0,3,10,3650,1660,2920,10610,2,73,2300000,3,0
502,5,2.75,4450,9600,2.0,0,0,3,9,3650,800,4000,9750,1,56,845950,2,0
503,5,3.5,4870,7700,2.5,0,3,5,10,3650,1220,3220,7700,2,71,1740000,87,0
504,4,2.5,3650,7784,2.0,0,0,3,9,3650,0,3150,6442,2,79,835000,10,0
505,4,2.75,3640,231739,1.5,0,0,3,10,3640,0,2670,91040,2,63,780000,17,0
506,4,3.25,3640,60086,2.0,0,0,3,10,3640,0,2900,51721,1,69,925000,11,0
507,4,3.5,4200,14353,2.0,0,2,3,12,3640,560,3750,16316,2,58,1460000,20,0
508,4,2.5,3640,10576,2.0,0,0,3,11,3640,0,3370,10351,2,55,913000,17,0
509,7,3.75,5100,21802,2.0,0,0,3,10,3640,1460,3350,10005,2,58,936000,15,0
510,4,4.5,4650,7660,2.0,0,0,3,11,3640,1010,1710,8400,2,58,1750000,8,0
511,5,3.0,3640,6930,2.0,0,0,3,8,3640,0,3740,7182,2,63,555000,12,0
512,4,2.5,3640,6389,2.0,0,0,3,9,3640,0,3570,6303,1,76,932990,2,0
513,4,3.5,3640,6049,2.0,0,0,3,9,3640,0,3590,6104,1,62,939000,2,0
514,5,2.75,3630,38461,2.0,0,0,3,11,3630,0,4440,50378,1,63,716500,16,0
515,5,2.75,3630,30570,2.0,0,0,3,11,3630,0,3620,41965,3,54,633000,16,0
516,4,2.5,3630,8387,2.0,0,0,3,10,3630,0,3370,8869,1,62,490000,19,0
517,4,3.0,3620,403693,2.0,0,2,3,9,3620,0,2230,148811,2,52,495000,36,0
518,4,2.5,3620,42580,2.0,0,0,3,10,3620,0,2950,33167,3,56,900000,32,0
519,4,2.5,3620,16000,2.0,0,0,3,9,3620,0,2590,16000,2,68,480000,40,0
520,4,3.5,3620,6499,2.5,0,0,3,9,3620,0,2330,7200,2,60,825000,13,7
521,5,3.25,3620,5500,2.0,0,2,3,9,3620,0,3260,5500,1,76,856000,13,0
522,5,3.5,3610,52595,2.0,0,0,4,7,3610,0,1620,60112,2,69,587000,27,0
523,4,4.0,3610,12811,2.0,0,0,3,10,3610,0,3530,11783,3,71,870000,16,0
524,4,3.5,4370,8510,2.0,0,1,3,10,3610,760,2960,10347,3,60,1970000,13,0
525,6,2.75,3610,10003,1.5,0,0,4,8,3610,0,2560,10004,2,66,650000,50,0
526,5,3.0,3610,9775,2.0,0,0,3,8,3610,0,2800,8582,1,72,540000,13,0
527,4,2.75,3610,8580,2.0,0,0,3,9,3610,0,2360,8580,2,79,982000,2,0
528,5,3.0,3610,7555,2.0,0,0,3,8,3610,0,3610,7979,3,50,549900,13,0
529,4,4.5,4750,13912,2.0,0,2,3,10,3600,1150,3600,22124,3,52,1310000,11,0
530,4,3.0,3600,9687,2.0,0,0,4,9,3600,0,2620,10400,2,50,1700000,57,21
531,5,2.75,3600,9437,2.0,0,0,3,9,3600,0,3550,9421,3,56,679950,2,0
532,4,2.5,3600,6055,2.0,0,0,3,9,3600,0,3590,6050,2,79,923990,2,0
533,5,2.5,3597,4972,2.0,0,0,3,7,3597,0,3193,6000,3,78,330000,10,0
534,5,2.75,3595,5639,2.0,0,0,3,9,3595,0,3625,5639,1,65,861990,2,0
535,4,3.0,3590,89640,2.0,0,0,3,10,3590,0,2790,54014,3,56,879000,11,0
536,5,3.5,4890,12039,2.0,0,0,3,9,3590,1300,4590,10079,2,65,865950,2,0
537,4,3.0,3590,8249,2.0,0,0,3,9,3590,0,2860,7995,2,56,515000,19,0
538,3,3.5,3590,6402,2.0,0,0,3,10,3590,0,3230,7305,3,69,798000,17,0
539,4,2.75,3590,5625,2.0,0,0,3,10,3590,0,3590,5625,3,79,1100000,4,0
540,5,3.25,4290,7019,2.5,0,0,4,10,3590,700,1920,4000,2,78,1160000,89,0
541,4,3.0,3580,35261,1.5,0,0,3,10,3580,0,3540,36750,2,57,925000,31,0
542,3,2.5,3580,54450,1.5,0,0,3,9,3580,0,3090,35943,1,50,725000,26,0
543,4,2.5,3580,97574,2.0,0,0,3,9,3580,0,2510,27068,2,72,760000,12,0
544,5,2.25,3580,16789,2.0,0,0,5,9,3580,0,3390,17000,3,50,1410000,50,0
545,4,3.5,4300,8406,2.0,0,1,3,11,3580,720,2770,10006,1,79,1130000,29,0
546,5,2.5,3580,8921,2.0,0,0,3,9,3580,0,2710,9308,1,79,1150000,16,0
547,3,3.0,4380,6320,2.0,0,3,5,10,3580,800,3080,7680,2,56,1450000,64,0
548,6,4.5,4800,9097,2.0,0,0,3,10,3580,1220,2180,6037,3,73,1980000,9,0
549,6,2.25,4910,6600,2.5,0,0,5,10,3580,1330,3280,5500,3,60,1680000,106,0
550,3,2.5,3570,35271,2.0,0,0,3,9,3570,0,3510,37194,3,56,725000,19,0
551,4,3.25,3570,14408,2.0,0,2,3,10,3570,0,4100,14577,1,76,942500,10,0
552,5,3.75,3570,10125,2.0,0,0,3,10,3570,0,1760,10125,1,73,1600000,2,0
553,4,3.0,5520,8313,2.0,0,3,3,9,3570,1950,3770,8278,3,54,1270000,8,0
554,4,2.5,3570,6054,2.0,0,0,3,9,3570,0,3600,6050,2,66,928990,2,0
555,4,2.5,3570,6218,2.0,0,0,3,9,3570,0,3230,5972,3,62,942990,2,0
556,5,3.75,5330,6000,2.0,0,2,3,10,3570,1760,4420,5797,3,50,950000,10,0
557,5,3.25,3570,5425,2.0,0,0,3,7,3570,0,2690,5347,2,63,627000,11,0
558,4,3.25,3569,8327,2.0,0,0,3,10,3569,0,2550,5251,1,69,580000,3,0
559,3,2.5,3560,107290,2.0,0,0,3,10,3560,0,3660,89298,1,69,851000,29,0
560,4,2.75,3560,8975,2.0,0,0,3,10,3560,0,3440,12825,1,61,1750000,2,0
561,3,2.5,3560,11448,2.0,0,0,3,11,3560,0,3290,11506,1,78,843500,19,0
562,4,2.5,3560,12047,2.0,0,0,3,10,3560,0,3420,11250,2,68,486000,28,0
563,4,2.5,3560,6187,2.0,0,0,3,9,3560,0,3190,6981,2,50,770000,13,0
564,4,3.5,3560,6098,2.0,0,0,3,10,3560,0,3660,6846,1,67,790000,10,0
565,4,3.5,3560,6562,2.0,0,0,3,10,3560,0,3710,6562,3,53,882990,2,0
566,6,2.5,3560,6480,2.5,0,0,4,11,3560,0,2780,6480,2,66,1500000,102,0
